incident_id,chunk_index,chunk_id,chunk_text,chunk_token_count
RCA-02440,0,RCA-02440_chunk_0,"incident context : incident description : monitoring and support tickets indicated breaking api change on the database platform. the issue was observed in the development environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. a recent production change was detected shortly before the incident. category : deployment / change management severity : low priority : p4 affected service : database platform environment : development issue type : breaking api change observed technical signals : feature observed cpu percent : 73 feature observed memory percent : 93 feature request latency ms : 5583 feature error rate percent : 21. 26 feature affected records or requests : 213156 feature incident duration minutes : 645 feature retry count : 7 feature change event : production change detected before incident feature minutes after change : 5 feature error rate before change percent : 0. 38 feature error rate after change percent : 6. 61",177
RCA-02441,0,RCA-02441_chunk_0,"incident context : incident description : monitoring and support tickets indicated secondary - region failure on the backup platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business continuity / disaster recovery severity : high priority : p4 affected service : backup platform environment : production issue type : secondary - region failure observed technical signals : feature observed cpu percent : 86 feature observed memory percent : 43 feature request latency ms : 2834 feature error rate percent : 41. 48 feature affected records or requests : 420677 feature incident duration minutes : 310 feature retry count : 7 feature rpo minutes : 587 feature rto minutes : 325 feature backup age hours : 453 feature recovery test status : not tested",160
RCA-02442,0,RCA-02442_chunk_0,"incident context : incident description : support received multiple reports of api timeout in the authentication api. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : api / microservices severity : medium priority : p1 affected service : authentication api environment : production issue type : api timeout observed technical signals : feature observed cpu percent : 57 feature observed memory percent : 68 feature request latency ms : 366 feature error rate percent : 28. 13 feature affected records or requests : 351527 feature incident duration minutes : 116 feature retry count : 4",131
RCA-02443,0,RCA-02443_chunk_0,"incident context : incident description : the java application experienced an incident associated with message processing delay. the issue was observed in the uat environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : application / software severity : medium priority : p4 affected service : java application environment : uat issue type : message processing delay observed technical signals : feature observed cpu percent : 84 feature observed memory percent : 69 feature request latency ms : 1042 feature error rate percent : 42. 13 feature affected records or requests : 151788 feature incident duration minutes : 692 feature retry count : 6",131
RCA-02444,0,RCA-02444_chunk_0,"incident context : incident description : monitoring and support tickets indicated http 403 errors on the api gateway. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : api / microservices severity : low priority : p3 affected service : api gateway environment : production issue type : http 403 errors observed technical signals : feature observed cpu percent : 50 feature observed memory percent : 83 feature request latency ms : 2401 feature error rate percent : 24. 26 feature affected records or requests : 271386 feature incident duration minutes : 316 feature retry count : 8",131
RCA-02445,0,RCA-02445_chunk_0,"incident context : incident description : users reported table lock affecting the mysql database. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : database severity : medium priority : p1 affected service : mysql database environment : production issue type : table lock observed technical signals : feature observed cpu percent : 87 feature observed memory percent : 94 feature request latency ms : 1635 feature error rate percent : 1. 07 feature affected records or requests : 38145 feature incident duration minutes : 188 feature retry count : 8 feature db connections : 72 feature db cpu percent : 66 feature query latency ms : 2448 feature lock waits : 187 feature replication lag seconds : 673",157
RCA-02446,0,RCA-02446_chunk_0,"incident context : incident description : support received multiple reports of untested production change in the performance test environment. the issue was observed in the staging environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : testing / quality severity : high priority : p4 affected service : performance test environment environment : staging issue type : untested production change observed technical signals : feature observed cpu percent : 71 feature observed memory percent : 74 feature request latency ms : 5092 feature error rate percent : 20. 53 feature affected records or requests : 141895 feature incident duration minutes : 23 feature retry count : 6 feature tests executed : 9750 feature tests failed : 439 feature coverage percent : 37. 91 feature environment match : false",160
RCA-02447,0,RCA-02447_chunk_0,"incident context : incident description : the api network experienced an incident associated with tls handshake failure. the issue was observed in the staging environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : medium priority : p2 affected service : api network environment : staging issue type : tls handshake failure observed technical signals : feature observed cpu percent : 46 feature observed memory percent : 64 feature request latency ms : 5126 feature error rate percent : 24. 5 feature affected records or requests : 4583 feature incident duration minutes : 324 feature retry count : 12 feature packet loss percent : 5. 42 feature network latency ms : 35 feature bandwidth utilization percent : 57 feature dns response ms : 1270",160
RCA-02448,0,RCA-02448_chunk_0,"incident context : incident description : monitoring and support tickets indicated read replica inconsistency on the mysql database. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : database severity : low priority : p3 affected service : mysql database environment : production issue type : read replica inconsistency observed technical signals : feature observed cpu percent : 39 feature observed memory percent : 86 feature request latency ms : 4582 feature error rate percent : 43. 92 feature affected records or requests : 175683 feature incident duration minutes : 713 feature retry count : 5 feature db connections : 345 feature db cpu percent : 86 feature query latency ms : 8398 feature lock waits : 14 feature replication lag seconds : 1207",173
RCA-02449,0,RCA-02449_chunk_0,"incident context : incident description : users reported high database memory affecting the order database. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : database severity : low priority : p4 affected service : order database environment : production issue type : high database memory observed technical signals : feature observed cpu percent : 60 feature observed memory percent : 77 feature request latency ms : 4147 feature error rate percent : 24. 02 feature affected records or requests : 401455 feature incident duration minutes : 201 feature retry count : 9 feature db connections : 463 feature db cpu percent : 78 feature query latency ms : 1885 feature lock waits : 55 feature replication lag seconds : 368",155
RCA-02450,0,RCA-02450_chunk_0,"incident context : incident description : monitoring and support tickets indicated vpn failure on the api network. the issue was observed in the staging environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : medium priority : p3 affected service : api network environment : staging issue type : vpn failure observed technical signals : feature observed cpu percent : 37 feature observed memory percent : 85 feature request latency ms : 5443 feature error rate percent : 9. 48 feature affected records or requests : 350656 feature incident duration minutes : 22 feature retry count : 4 feature packet loss percent : 14. 97 feature network latency ms : 544 feature bandwidth utilization percent : 24 feature dns response ms : 112",155
RCA-02451,0,RCA-02451_chunk_0,"incident context : incident description : support received multiple reports of cloud quota exceeded in the application server. the issue was observed in the staging environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : infrastructure severity : low priority : p2 affected service : application server environment : staging issue type : cloud quota exceeded observed technical signals : feature observed cpu percent : 95 feature observed memory percent : 73 feature request latency ms : 1812 feature error rate percent : 24. 54 feature affected records or requests : 104912 feature incident duration minutes : 529 feature retry count : 9 feature disk utilization percent : 76 feature pod restart count : 14 feature pending workloads : 1 feature node health : failed feature resource utilization percent : 74",156
RCA-02452,0,RCA-02452_chunk_0,"incident context : incident description : monitoring and support tickets indicated service - to - service communication failure on the order api. the issue was observed in the uat environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : api / microservices severity : high priority : p2 affected service : order api environment : uat issue type : service - to - service communication failure observed technical signals : feature observed cpu percent : 97 feature observed memory percent : 39 feature request latency ms : 2269 feature error rate percent : 34. 18 feature affected records or requests : 97643 feature incident duration minutes : 662 feature retry count : 0",142
RCA-02453,0,RCA-02453_chunk_0,"incident context : incident description : users reported dns failure affecting the corporate network. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : medium priority : p2 affected service : corporate network environment : production issue type : dns failure observed technical signals : feature observed cpu percent : 51 feature observed memory percent : 94 feature request latency ms : 2724 feature error rate percent : 20. 83 feature affected records or requests : 16779 feature incident duration minutes : 206 feature retry count : 1 feature packet loss percent : 9. 12 feature network latency ms : 755 feature bandwidth utilization percent : 80 feature dns response ms : 1027",153
RCA-02454,0,RCA-02454_chunk_0,"incident context : incident description : support received multiple reports of production - only bug in the release validation. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : testing / quality severity : medium priority : p3 affected service : release validation environment : production issue type : production - only bug observed technical signals : feature observed cpu percent : 48 feature observed memory percent : 90 feature request latency ms : 2157 feature error rate percent : 6. 08 feature affected records or requests : 73991 feature incident duration minutes : 510 feature retry count : 2 feature tests executed : 1501 feature tests failed : 186 feature coverage percent : 75. 71 feature environment match : true",154
RCA-02455,0,RCA-02455_chunk_0,"incident context : incident description : the web application experienced an incident associated with waf false positive. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : security severity : medium priority : p2 affected service : web application environment : production issue type : waf false positive observed technical signals : feature observed cpu percent : 90 feature observed memory percent : 68 feature request latency ms : 4848 feature error rate percent : 29. 97 feature affected records or requests : 407438 feature incident duration minutes : 325 feature retry count : 11 feature suspicious requests : 92011 feature blocked requests : 31237 feature authentication failures : 12598 feature security event count : 249",153
RCA-02456,0,RCA-02456_chunk_0,"incident context : incident description : monitoring and support tickets indicated failover failure on the backup platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business continuity / disaster recovery severity : medium priority : p1 affected service : backup platform environment : production issue type : failover failure observed technical signals : feature observed cpu percent : 37 feature observed memory percent : 83 feature request latency ms : 3454 feature error rate percent : 15. 47 feature affected records or requests : 195993 feature incident duration minutes : 32 feature retry count : 10 feature rpo minutes : 1395 feature rto minutes : 544 feature backup age hours : 640 feature recovery test status : passed",156
RCA-02457,0,RCA-02457_chunk_0,"incident context : incident description : support received multiple reports of network connectivity failure in the api network. the issue was observed in the uat environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : critical priority : p2 affected service : api network environment : uat issue type : network connectivity failure observed technical signals : feature observed cpu percent : 65 feature observed memory percent : 37 feature request latency ms : 452 feature error rate percent : 38. 45 feature affected records or requests : 302849 feature incident duration minutes : 223 feature retry count : 5 feature packet loss percent : 13. 15 feature network latency ms : 201 feature bandwidth utilization percent : 65 feature dns response ms : 1911",156
RCA-02458,0,RCA-02458_chunk_0,"incident context : incident description : the email provider experienced an incident associated with otp provider failure. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : external dependencies severity : medium priority : p4 affected service : email provider environment : production issue type : otp provider failure observed technical signals : feature observed cpu percent : 43 feature observed memory percent : 55 feature request latency ms : 5836 feature error rate percent : 43. 67 feature affected records or requests : 326804 feature incident duration minutes : 611 feature retry count : 2",130
RCA-02459,0,RCA-02459_chunk_0,"incident context : incident description : support received multiple reports of missing traces in the monitoring platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : monitoring / observability severity : medium priority : p3 affected service : monitoring platform environment : production issue type : missing traces observed technical signals : feature observed cpu percent : 68 feature observed memory percent : 69 feature request latency ms : 5834 feature error rate percent : 4. 09 feature affected records or requests : 497904 feature incident duration minutes : 102 feature retry count : 9 feature telemetry events : 18721 feature missing signal percent : 69. 28 feature alert delay seconds : 1249 feature metric collection status : delayed",159
RCA-02460,0,RCA-02460_chunk_0,"incident context : incident description : the corporate network experienced an incident associated with excessive permissions. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : security severity : low priority : p4 affected service : corporate network environment : production issue type : excessive permissions observed technical signals : feature observed cpu percent : 42 feature observed memory percent : 46 feature request latency ms : 1374 feature error rate percent : 3. 96 feature affected records or requests : 442132 feature incident duration minutes : 255 feature retry count : 8 feature suspicious requests : 64469 feature blocked requests : 26641 feature authentication failures : 11271 feature security event count : 1415",152
RCA-02461,0,RCA-02461_chunk_0,"incident context : incident description : monitoring and support tickets indicated disaster recovery failure on the dr platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business continuity / disaster recovery severity : high priority : p3 affected service : dr platform environment : production issue type : disaster recovery failure observed technical signals : feature observed cpu percent : 72 feature observed memory percent : 89 feature request latency ms : 1321 feature error rate percent : 6. 26 feature affected records or requests : 395325 feature incident duration minutes : 534 feature retry count : 11 feature rpo minutes : 248 feature rto minutes : 614 feature backup age hours : 148 feature recovery test status : passed",156
RCA-02462,0,RCA-02462_chunk_0,"incident context : incident description : users reported knowledge gap affecting the production operations. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : human / operational severity : low priority : p2 affected service : production operations environment : production issue type : knowledge gap observed technical signals : feature observed cpu percent : 99 feature observed memory percent : 76 feature request latency ms : 213 feature error rate percent : 27. 21 feature affected records or requests : 326482 feature incident duration minutes : 522 feature retry count : 8",123
RCA-02463,0,RCA-02463_chunk_0,"incident context : incident description : monitoring and support tickets indicated lock contention on the oracle database. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : database severity : low priority : p1 affected service : oracle database environment : production issue type : lock contention observed technical signals : feature observed cpu percent : 45 feature observed memory percent : 53 feature request latency ms : 716 feature error rate percent : 20. 77 feature affected records or requests : 166675 feature incident duration minutes : 124 feature retry count : 3 feature db connections : 70 feature db cpu percent : 71 feature query latency ms : 5825 feature lock waits : 188 feature replication lag seconds : 630",154
RCA-02464,0,RCA-02464_chunk_0,"incident context : incident description : the api gateway experienced an incident associated with http 401 errors. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : api / microservices severity : low priority : p2 affected service : api gateway environment : production issue type : http 401 errors observed technical signals : feature observed cpu percent : 95 feature observed memory percent : 79 feature request latency ms : 4132 feature error rate percent : 30. 95 feature affected records or requests : 33785 feature incident duration minutes : 52 feature retry count : 3",129
RCA-02465,0,RCA-02465_chunk_0,"incident context : incident description : the ci test environment experienced an incident associated with inadequate test coverage. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : testing / quality severity : low priority : p4 affected service : ci test environment environment : production issue type : inadequate test coverage observed technical signals : feature observed cpu percent : 82 feature observed memory percent : 74 feature request latency ms : 1411 feature error rate percent : 30. 88 feature affected records or requests : 261500 feature incident duration minutes : 233 feature retry count : 1 feature tests executed : 6298 feature tests failed : 37 feature coverage percent : 48. 27 feature environment match : false",152
RCA-02466,0,RCA-02466_chunk_0,"incident context : incident description : monitoring and support tickets indicated service discovery failure on the dns service. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : high priority : p4 affected service : dns service environment : production issue type : service discovery failure observed technical signals : feature observed cpu percent : 49 feature observed memory percent : 53 feature request latency ms : 1323 feature error rate percent : 5. 45 feature affected records or requests : 8326 feature incident duration minutes : 452 feature retry count : 2 feature packet loss percent : 3. 05 feature network latency ms : 395 feature bandwidth utilization percent : 60 feature dns response ms : 1421",157
RCA-02467,0,RCA-02467_chunk_0,"incident context : incident description : monitoring and support tickets indicated http 409 conflicts on the order api. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : api / microservices severity : high priority : p4 affected service : order api environment : production issue type : http 409 conflicts observed technical signals : feature observed cpu percent : 77 feature observed memory percent : 48 feature request latency ms : 5441 feature error rate percent : 44. 53 feature affected records or requests : 301727 feature incident duration minutes : 719 feature retry count : 3",134
RCA-02468,0,RCA-02468_chunk_0,"incident context : incident description : support received multiple reports of unexpected application shutdown in the background worker. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : application / software severity : medium priority : p3 affected service : background worker environment : production issue type : unexpected application shutdown observed technical signals : feature observed cpu percent : 43 feature observed memory percent : 87 feature request latency ms : 268 feature error rate percent : 44. 89 feature affected records or requests : 313269 feature incident duration minutes : 159 feature retry count : 2",129
RCA-02469,0,RCA-02469_chunk_0,"incident context : incident description : support received multiple reports of insufficient capacity in the storage platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : infrastructure severity : medium priority : p3 affected service : storage platform environment : production issue type : insufficient capacity observed technical signals : feature observed cpu percent : 37 feature observed memory percent : 88 feature request latency ms : 267 feature error rate percent : 28. 52 feature affected records or requests : 216169 feature incident duration minutes : 273 feature retry count : 5 feature disk utilization percent : 57 feature pod restart count : 11 feature pending workloads : 18 feature node health : healthy feature resource utilization percent : 89",153
RCA-02470,0,RCA-02470_chunk_0,"incident context : incident description : monitoring and support tickets indicated business continuity plan failure on the dr platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business continuity / disaster recovery severity : low priority : p2 affected service : dr platform environment : production issue type : business continuity plan failure observed technical signals : feature observed cpu percent : 96 feature observed memory percent : 59 feature request latency ms : 5037 feature error rate percent : 4. 53 feature affected records or requests : 475701 feature incident duration minutes : 417 feature retry count : 8 feature rpo minutes : 186 feature rto minutes : 507 feature backup age hours : 661 feature recovery test status : failed",158
RCA-02471,0,RCA-02471_chunk_0,"incident context : incident description : the reporting portal experienced an incident associated with service unavailable. the issue was observed in the uat environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : user / customer incident severity : high priority : p4 affected service : reporting portal environment : uat issue type : service unavailable observed technical signals : feature observed cpu percent : 99 feature observed memory percent : 94 feature request latency ms : 2351 feature error rate percent : 30. 44 feature affected records or requests : 154676 feature incident duration minutes : 653 feature retry count : 6",130
RCA-02472,0,RCA-02472_chunk_0,"incident context : incident description : support received multiple reports of etl failure in the streaming pipeline. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : data / data pipeline severity : low priority : p4 affected service : streaming pipeline environment : production issue type : etl failure observed technical signals : feature observed cpu percent : 77 feature observed memory percent : 95 feature request latency ms : 2151 feature error rate percent : 33. 07 feature affected records or requests : 342766 feature incident duration minutes : 581 feature retry count : 0 feature records processed : 3539856 feature records affected : 342766 feature pipeline delay minutes : 661 feature validation failure rate percent : 7. 08 feature schema check : passed",167
RCA-02473,0,RCA-02473_chunk_0,"incident context : incident description : the release validation experienced an incident associated with test data problem. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : testing / quality severity : medium priority : p3 affected service : release validation environment : production issue type : test data problem observed technical signals : feature observed cpu percent : 55 feature observed memory percent : 61 feature request latency ms : 966 feature error rate percent : 32. 46 feature affected records or requests : 1809 feature incident duration minutes : 63 feature retry count : 12 feature tests executed : 2503 feature tests failed : 121 feature coverage percent : 60. 91 feature environment match : false",148
RCA-02474,0,RCA-02474_chunk_0,"incident context : incident description : the service desk experienced an incident associated with wrong deployment. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. a recent production change was detected shortly before the incident. category : human / operational severity : medium priority : p3 affected service : service desk environment : production issue type : wrong deployment observed technical signals : feature observed cpu percent : 37 feature observed memory percent : 89 feature request latency ms : 1780 feature error rate percent : 36. 46 feature affected records or requests : 256961 feature incident duration minutes : 246 feature retry count : 0 feature change event : production change detected before incident feature minutes after change : 25 feature error rate before change percent : 0. 92 feature error rate after change percent : 6. 74",171
RCA-02475,0,RCA-02475_chunk_0,"incident context : incident description : support received multiple reports of cpu pressure in the api gateway. the issue was observed in the staging environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : capacity / performance management severity : high priority : p2 affected service : api gateway environment : staging issue type : cpu pressure observed technical signals : feature observed cpu percent : 37 feature observed memory percent : 94 feature request latency ms : 2487 feature error rate percent : 41. 02 feature affected records or requests : 331802 feature incident duration minutes : 86 feature retry count : 12 feature normal workload multiplier : 1. 47 feature peak cpu percent : 85 feature peak memory percent : 73 feature queue depth : 59625",157
RCA-02476,0,RCA-02476_chunk_0,"incident context : incident description : the order workflow experienced an incident associated with incorrect pricing configuration. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business process / configuration severity : high priority : p4 affected service : order workflow environment : production issue type : incorrect pricing configuration observed technical signals : feature observed cpu percent : 41 feature observed memory percent : 88 feature request latency ms : 5941 feature error rate percent : 14. 68 feature affected records or requests : 346512 feature incident duration minutes : 43 feature retry count : 1",130
RCA-02477,0,RCA-02477_chunk_0,"incident context : incident description : support received multiple reports of resource throttling in the kubernetes cluster. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : infrastructure severity : medium priority : p3 affected service : kubernetes cluster environment : production issue type : resource throttling observed technical signals : feature observed cpu percent : 58 feature observed memory percent : 90 feature request latency ms : 4709 feature error rate percent : 8. 84 feature affected records or requests : 374216 feature incident duration minutes : 614 feature retry count : 11 feature disk utilization percent : 87 feature pod restart count : 15 feature pending workloads : 6 feature node health : healthy feature resource utilization percent : 54",165
RCA-02478,0,RCA-02478_chunk_0,"incident context : incident description : users reported sms provider failure affecting the payment gateway. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : external dependencies severity : high priority : p4 affected service : payment gateway environment : production issue type : sms provider failure observed technical signals : feature observed cpu percent : 45 feature observed memory percent : 46 feature request latency ms : 2455 feature error rate percent : 0. 28 feature affected records or requests : 430703 feature incident duration minutes : 571 feature retry count : 4",126
RCA-02479,0,RCA-02479_chunk_0,"incident context : incident description : the ntp service experienced an incident associated with incorrect threshold. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : monitoring / observability severity : medium priority : p2 affected service : ntp service environment : production issue type : incorrect threshold observed technical signals : feature observed cpu percent : 85 feature observed memory percent : 69 feature request latency ms : 160 feature error rate percent : 23. 49 feature affected records or requests : 359999 feature incident duration minutes : 218 feature retry count : 9 feature telemetry events : 37848 feature missing signal percent : 39. 53 feature alert delay seconds : 2193 feature metric collection status : healthy",161
RCA-02480,0,RCA-02480_chunk_0,"incident context : incident description : the security platform experienced an incident associated with unauthorized access. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : security severity : low priority : p1 affected service : security platform environment : production issue type : unauthorized access observed technical signals : feature observed cpu percent : 97 feature observed memory percent : 60 feature request latency ms : 1252 feature error rate percent : 38. 91 feature affected records or requests : 130003 feature incident duration minutes : 24 feature retry count : 8 feature suspicious requests : 87911 feature blocked requests : 24227 feature authentication failures : 16868 feature security event count : 6315",150
RCA-02481,0,RCA-02481_chunk_0,"incident context : incident description : monitoring and support tickets indicated tls handshake failure on the vpn gateway. the issue was observed in the uat environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : high priority : p4 affected service : vpn gateway environment : uat issue type : tls handshake failure observed technical signals : feature observed cpu percent : 71 feature observed memory percent : 93 feature request latency ms : 4545 feature error rate percent : 28. 65 feature affected records or requests : 330712 feature incident duration minutes : 500 feature retry count : 7 feature packet loss percent : 10. 94 feature network latency ms : 476 feature bandwidth utilization percent : 23 feature dns response ms : 1348",166
RCA-02482,0,RCA-02482_chunk_0,"incident context : incident description : support received multiple reports of cloud quota exceeded in the application server. the issue was observed in the staging environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : infrastructure severity : medium priority : p2 affected service : application server environment : staging issue type : cloud quota exceeded observed technical signals : feature observed cpu percent : 95 feature observed memory percent : 73 feature request latency ms : 1812 feature error rate percent : 24. 54 feature affected records or requests : 104912 feature incident duration minutes : 529 feature retry count : 9 feature disk utilization percent : 76 feature pod restart count : 14 feature pending workloads : 1 feature node health : failed feature resource utilization percent : 74",156
RCA-02483,0,RCA-02483_chunk_0,"incident context : incident description : the application network experienced an incident associated with dns misconfiguration. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : high priority : p3 affected service : application network environment : production issue type : dns misconfiguration observed technical signals : feature observed cpu percent : 60 feature observed memory percent : 74 feature request latency ms : 3095 feature error rate percent : 4. 7 feature affected records or requests : 251675 feature incident duration minutes : 592 feature retry count : 12 feature packet loss percent : 4. 89 feature network latency ms : 332 feature bandwidth utilization percent : 71 feature dns response ms : 1802",162
RCA-02484,0,RCA-02484_chunk_0,"incident context : incident description : monitoring and support tickets indicated rollback failure on the application platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. a recent production change was detected shortly before the incident. category : deployment / change management severity : low priority : p2 affected service : application platform environment : production issue type : rollback failure observed technical signals : feature observed cpu percent : 81 feature observed memory percent : 37 feature request latency ms : 4208 feature error rate percent : 36. 77 feature affected records or requests : 222545 feature incident duration minutes : 408 feature retry count : 2 feature change event : production change detected before incident feature minutes after change : 10 feature error rate before change percent : 0. 49 feature error rate after change percent : 33. 75",176
RCA-02485,0,RCA-02485_chunk_0,"incident context : incident description : support received multiple reports of slow query in the postgresql database. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : database severity : low priority : p3 affected service : postgresql database environment : production issue type : slow query observed technical signals : feature observed cpu percent : 53 feature observed memory percent : 96 feature request latency ms : 4608 feature error rate percent : 27. 49 feature affected records or requests : 156738 feature incident duration minutes : 156 feature retry count : 2 feature db connections : 1940 feature db cpu percent : 82 feature query latency ms : 7552 feature lock waits : 177 feature replication lag seconds : 1062",164
RCA-02486,0,RCA-02486_chunk_0,"incident context : incident description : users reported incorrect master data affecting the pricing engine. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business process / configuration severity : high priority : p2 affected service : pricing engine environment : production issue type : incorrect master data observed technical signals : feature observed cpu percent : 36 feature observed memory percent : 81 feature request latency ms : 4958 feature error rate percent : 30. 02 feature affected records or requests : 370900 feature incident duration minutes : 592 feature retry count : 8",127
RCA-02487,0,RCA-02487_chunk_0,"incident context : incident description : support received multiple reports of email provider failure in the cloud storage. the issue was observed in the staging environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : external dependencies severity : low priority : p3 affected service : cloud storage environment : staging issue type : email provider failure observed technical signals : feature observed cpu percent : 60 feature observed memory percent : 57 feature request latency ms : 4535 feature error rate percent : 14. 33 feature affected records or requests : 150084 feature incident duration minutes : 272 feature retry count : 4",128
RCA-02488,0,RCA-02488_chunk_0,"incident context : incident description : monitoring and support tickets indicated promotion configuration error on the inventory service. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business process / configuration severity : high priority : p3 affected service : inventory service environment : production issue type : promotion configuration error observed technical signals : feature observed cpu percent : 81 feature observed memory percent : 63 feature request latency ms : 3276 feature error rate percent : 33. 96 feature affected records or requests : 39991 feature incident duration minutes : 10 feature retry count : 2",130
RCA-02489,0,RCA-02489_chunk_0,"incident context : incident description : the java application experienced an incident associated with serialization / deserialization error. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : application / software severity : high priority : p2 affected service : java application environment : production issue type : serialization / deserialization error observed technical signals : feature observed cpu percent : 72 feature observed memory percent : 48 feature request latency ms : 5259 feature error rate percent : 10. 94 feature affected records or requests : 369900 feature incident duration minutes : 476 feature retry count : 11",137
RCA-02490,0,RCA-02490_chunk_0,"incident context : incident description : support received multiple reports of scaling configuration error in the storage platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : infrastructure severity : medium priority : p3 affected service : storage platform environment : production issue type : scaling configuration error observed technical signals : feature observed cpu percent : 61 feature observed memory percent : 64 feature request latency ms : 1335 feature error rate percent : 6. 18 feature affected records or requests : 325788 feature incident duration minutes : 655 feature retry count : 11 feature disk utilization percent : 46 feature pod restart count : 1 feature pending workloads : 11 feature node health : healthy feature resource utilization percent : 52",158
